SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
8108,3250867,No,5,60,E1,114.29,60.71,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8110,3250896,No,2,30,E1,50,25,-16.67,No,No,Male,Agency,1,INFRA,Noida,23,1
8111,3250903,Yes,50,30,E1,14,14,0,No,No,Male,Agency,3,BFSI,Bangalore,28,0
8112,3250916,Yes,63,60,E3,25.5,17.13,-6.67,Yes,No,Male,Direct,7,INFRA,Chennai,35,1
8113,3250924,No,4,30,E1,66.67,25,-25,No,No,Male,Direct,0,ERS,Bangalore,24,1
8114,3250946,No,4,30,E1,66.67,25,-25,No,No,Male,Direct,2,ERS,Bangalore,26,1
8115,3250953,No,1,30,E1,122.22,68.89,-24,No,No,Male,Agency,4,BFSI,Chennai,29,1
8116,3250957,No,29,30,E1,19.05,19.05,0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
8118,3250967,No,10,30,E1,100,50,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8120,3250992,No,34,30,E1,33.33,11.11,-16.67,No,No,Male,Agency,2,ERS,Noida,27,1
8121,3250995,Yes,11,30,E1,106.9,55.17,-25,No,No,Male,Direct,2,ERS,Bangalore,24,1
8122,3251000,Yes,41,30,E1,50,50,0,No,No,Male,Direct,3,CSMP,Bangalore,28,1
8124,3251006,Yes,14,60,E1,26.64,26.64,0,No,No,Female,Direct,3,CSMP,Bangalore,26,1
8125,3251008,Yes,41,30,E1,48.15,48.15,0,No,No,Female,Direct,3,CSMP,Bangalore,29,1
8127,3251027,No,4,30,E1,66.67,25,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8128,3251028,Yes,67,60,E3,26.58,30.8,3.33,No,No,Male,Direct,8,INFRA,Noida,36,1
8129,3251039,No,5,60,E1,58.73,42.86,-10,No,No,Male,Direct,1,ERS,Bangalore,24,1
8130,3251053,No,7,60,E1,15.38,-13.46,-25,No,No,Male,Direct,2,ERS,Bangalore,25,1
8131,3251055,No,47,60,E1,35.14,48.65,10,No,Yes,Male,Direct,2,ERS,Chennai,27,1
8132,3251076,Yes,4,30,E1,20.69,13.79,-5.71,No,No,Male,Agency,3,INFRA,Chennai,31,1
8133,3251092,No,4,30,E1,66.67,25,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8134,3251113,No,4,30,E1,42.86,7.14,-25,No,No,Male,Direct,2,ERS,Bangalore,25,1
8135,3251127,No,4,30,E1,150,87.5,-25,No,No,Male,Direct,1,ERS,Bangalore,25,1
8136,3251170,Yes,28,60,E2,33.33,177.78,108.33,Yes,No,Male,Direct,8,ERS,Noida,40,1
8137,3251625,No,17,30,E1,123.21,100.89,-10,No,No,Male,Employee Referral,3,ERS,Chennai,26,1
8138,3254214,No,8,60,E1,27.27,18.18,-7.14,No,No,Male,Employee Referral,5,ERS,Bangalore,30,0
8139,3256546,Yes,92,90,E1,50,55,3.33,No,Yes,Male,Direct,2,ERS,Bangalore,26,1
8140,3256560,Yes,62,60,E3,23.81,42.86,15.38,Yes,No,Male,Direct,9,ETS,Noida,34,1
8142,3256602,Yes,96,30,E1,31.94,31.94,0,No,No,Male,Agency,4,AXON,Bangalore,32,1
8144,3256713,Yes,5,60,E1,33.33,22.22,-8.33,No,Yes,Female,Agency,2,ERS,Noida,25,1
8145,3256739,No,3,30,E1,52.63,31.58,-13.79,No,No,Male,Agency,3,ERS,Noida,25,1
8146,3256767,Yes,56,60,E1,69.97,69.97,0,No,No,Female,Direct,3,ETS,Chennai,24,1
8147,3256803,Yes,57,30,E1,9.09,9.09,0,No,No,Female,Agency,4,BFSI,Bangalore,39,1
8148,3256820,No,5,60,E1,50,12.5,-25,No,No,Male,Direct,1,ERS,Bangalore,25,1
8149,3256842,No,5,30,E1,47.73,34.09,-9.23,No,No,Male,Agency,3,ERS,Bangalore,26,0
8150,3256856,No,3,30,E1,124.49,59.18,-29.09,No,No,Male,Agency,2,ERS,Bangalore,25,0
8151,3256901,Yes,9,30,E1,22.92,22.92,0,No,No,Male,Direct,3,CSMP,Noida,28,1
8152,3256903,Yes,8,30,E1,33.33,11.11,-16.67,No,No,Male,Direct,2,CSMP,Noida,26,0
8153,3256904,No,7,30,E1,66.67,64.81,-1.11,No,Yes,Male,Direct,2,ERS,Chennai,29,1
8154,3256920,Yes,73,30,E2,20.25,26.58,5.26,No,No,Male,Direct,5,EAS,Chennai,28,0
8155,3256929,Yes,9,30,E1,40,30,-7.14,No,No,Male,Direct,3,CSMP,Noida,26,1
8157,3256971,No,11,60,E3,24.46,24.46,0,No,No,Male,Employee Referral,11,INFRA,Noida,35,1
8158,3256977,Yes,8,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,CSMP,Noida,27,0
8159,3257001,Yes,25,30,E1,11.25,11.25,0,No,No,Male,Agency,3,CSMP,Noida,30,1
8160,3257017,No,2,30,E1,33.33,31.11,-1.67,No,No,Female,Agency,3,ERS,Noida,27,1
8161,3257026,No,31,30,E1,21.43,16.07,-4.41,No,No,Male,Agency,3,ERS,Noida,28,1
8162,3257030,Yes,9,30,E1,39.06,39.06,0,No,No,Male,Direct,4,CSMP,Noida,30,1
8164,3257046,No,64,30,E1,28.21,28.21,0,No,No,Male,Direct,3,CSMP,Noida,30,1
8165,3257047,No,6,30,E1,42.86,42.86,0,No,No,Female,Direct,4,CSMP,Noida,27,1
8166,3257048,No,54,60,E1,32.65,32.65,0,No,No,Male,Direct,4,CSMP,Noida,27,1
8167,3257049,No,54,30,E1,30,30,0,No,No,Male,Direct,4,CSMP,Noida,31,1
8168,3257068,No,5,30,E1,45.45,35.06,-7.14,No,No,Male,Employee Referral,4,ERS,Chennai,29,0
8170,3257135,No,2,30,E1,41.09,32.28,-6.25,No,No,Male,Agency,6,ETS,Noida,29,1
8171,3257148,No,12,30,E1,47.54,47.54,0,No,No,Male,Agency,2,ERS,Chennai,25,0
8172,3257182,No,9,30,E1,24.42,29.03,3.7,No,No,Female,Employee Referral,4,INFRA,Noida,27,1
8173,3257262,No,4,30,E3,49.25,42.86,-4.29,No,No,Male,Agency,15,INFRA,Chennai,45,1
8174,3257280,No,4,45,E2,66.67,61.67,-3,No,No,Male,Direct,5,INFRA,Noida,30,1
8175,3257294,Yes,11,60,E1,50,12.5,-25,No,No,Male,Direct,1,ERS,Bangalore,25,1
8176,3257308,Yes,70,60,E1,87.3,87.3,0,No,Yes,Male,Direct,4,BFSI,Chennai,26,1
8177,3257310,Yes,3,30,E2,66.67,66.67,0,No,No,Male,Direct,4,INFRA,Noida,26,1
8178,3257341,Yes,11,30,E1,50,12.5,-25,No,No,Male,Direct,1,ERS,Bangalore,24,1
8179,3257344,No,21,30,E1,50,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,24,1
8180,3257345,Yes,28,30,E1,57.89,57.89,0,No,No,Male,Agency,3,ERS,Bangalore,27,1
8181,3257351,Yes,7,30,E1,50,25,-16.67,No,No,Female,Direct,1,INFRA,Noida,27,0
8182,3257373,Yes,68,30,E1,25,25,0,No,No,Male,Direct,4,CSMP,Noida,32,1
8184,3257375,Yes,91,60,E1,31.11,31.11,0,No,No,Male,Direct,4,CSMP,Noida,31,1
8186,3257377,Yes,9,30,E1,87.5,66.67,-11.11,No,No,Female,Employee Referral,4,CSMP,Noida,31,1
8187,3257378,Yes,84,60,E1,29.77,29.77,0,No,No,Male,Direct,4,CSMP,Noida,29,1
8189,3257380,No,42,30,E1,38.16,38.16,0,No,No,Male,Direct,5,CSMP,Noida,30,1
8190,3257381,No,59,60,E1,21.21,21.21,0,No,No,Female,Direct,3,CSMP,Noida,27,1
8192,3257385,Yes,11,30,E3,0,0,0,No,No,Male,Direct,15,BFSI,Chennai,45,1
8193,3257394,Yes,62,60,E1,75,50,-14.29,No,No,Male,Employee Referral,4,AXON,Hyderabad,26,0
8194,3257414,No,57,30,E2,3.53,3.53,0,No,No,Female,Agency,7,BFSI,Chennai,32,1
8195,3257427,Yes,63,30,E1,31.25,31.25,0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
8196,3257434,No,4,30,E1,48.44,40.63,-5.26,No,Yes,Male,Agency,2,ERS,Chennai,25,1
8197,3257438,Yes,10,30,E1,25,16.07,-7.14,No,No,Female,Employee Referral,6,ERS,Chennai,28,1
8198,3257449,Yes,77,60,E2,75.44,72.51,-1.67,No,No,Male,Employee Referral,8,ERS,Chennai,29,1
8199,3257460,No,13,60,E1,66.67,50,-10,No,No,Male,Direct,1,ERS,Bangalore,24,1
8200,3257499,No,63,45,E1,50,39.06,-7.29,No,Yes,Female,Direct,3,CSMP,Chennai,25,1
8201,3257507,Yes,55,30,E2,66.67,50,-10,Yes,No,Male,Direct,5,ETS,Chennai,32,1
8202,3257508,No,61,45,E1,57.89,57.89,0,No,No,Male,Direct,3,CSMP,Bangalore,27,0
8203,3257517,No,57,30,E2,42.05,70.45,20,Yes,No,Male,Agency,5,ETS,Bangalore,31,1
8205,3257531,No,6,30,E1,33.33,0,-25,No,No,Male,Agency,2,ERS,Noida,27,1
8206,3257557,No,3,60,E2,53.06,7.14,-30,No,No,Male,Agency,7,ERS,Bangalore,36,1
8207,3257558,Yes,32,30,E1,78.57,58.93,-11,No,No,Male,Direct,2,ETS,Noida,28,1
8209,3257578,No,0,60,E1,115,115,0,No,Yes,Male,Direct,3,CSMP,Chennai,27,1
8210,3257579,Yes,43,30,E1,44.44,40,-3.08,No,No,Male,Agency,4,ERS,Chennai,29,0
8211,3257595,No,5,60,E1,62.16,48.65,-8.33,No,No,Male,Direct,3,CSMP,Chennai,25,0
8212,3257632,No,43,90,E1,44.23,25,-13.33,No,No,Male,Direct,3,CSMP,Chennai,27,0
8214,3257704,Yes,29,30,E1,37.5,27.5,-7.27,No,No,Male,Direct,3,ERS,Bangalore,28,1
8215,3257780,No,20,45,E1,33.33,-20,-40,No,No,Male,Agency,2,ERS,Noida,26,1
8216,3257790,Yes,34,30,E3,34.62,34.62,0,No,No,Male,Direct,6,INFRA,Noida,30,1
8217,3257825,Yes,27,30,E2,47.06,29.41,-12,No,No,Male,Direct,6,ETS,Noida,30,1
8218,3257888,Yes,11,30,E3,12.5,12.5,0,No,No,Male,Direct,11,INFRA,Mumbai,34,1
8219,3257907,Yes,31,30,E2,80.56,73.61,-3.85,No,No,Male,Direct,10,EAS,Chennai,35,1
8220,3257933,No,68,60,E1,44.74,36.84,-5.45,No,No,Male,Agency,3,CSMP,Noida,25,1
8221,3257940,Yes,2,30,E1,23.08,9.23,-11.25,No,No,Female,Direct,1,ERS,Chennai,24,1
8222,3257952,No,5,60,E1,51.16,27.91,-15.38,No,No,Male,Agency,4,CSMP,Noida,30,1
8223,3257968,Yes,6,30,E2,61.29,53.23,-5,No,Yes,Male,Direct,7,CSMP,Chennai,31,1
8224,3257976,No,3,45,E1,77.27,77.27,0,No,No,Male,Direct,5,BFSI,Bangalore,28,1
8225,3257979,Yes,101,90,E2,34.62,31.73,-2.14,No,No,Male,Direct,6,INFRA,Chennai,33,1
8226,3257982,Yes,23,30,E1,11.61,17.19,5,No,No,Male,Agency,3,CSMP,Noida,27,1
8227,3257993,Yes,7,30,E1,64.95,48.45,-10,No,No,Male,Direct,3,EAS,Noida,28,0
8228,3257995,Yes,13,30,E1,45.83,38.89,-4.76,No,No,Female,Employee Referral,3,CSMP,Noida,26,1
8231,3258031,No,33,30,E1,108.33,66.67,-20,No,Yes,Male,Agency,3,ERS,Bangalore,26,1
8232,3258053,Yes,20,30,E1,45.45,45.45,0,No,No,Male,Direct,7,AXON,Noida,30,0
8233,3258055,No,0,60,E1,33.33,33.33,0,No,No,Male,Agency,4,ERS,Noida,29,1
8234,3258072,Yes,14,30,E1,30.77,23.08,-5.88,No,No,Male,Direct,1,INFRA,Mumbai,24,1
8235,3258082,Yes,14,30,E1,133.33,133.33,0,No,Yes,Male,Direct,2,INFRA,Chennai,32,1
8236,3258089,Yes,18,60,E1,44.93,47.34,1.67,No,No,Male,Agency,1,ERS,Chennai,27,0
8237,3258090,Yes,46,30,E1,81.82,50,-17.5,No,No,Male,Agency,2,ERS,Chennai,26,1
8238,3258096,Yes,63,45,E1,53.41,70.45,11.11,No,No,Male,Agency,2,ERS,Chennai,26,1
8239,3258106,Yes,3,30,E1,124.36,156.41,14.29,No,No,Male,Agency,2,ERS,Chennai,27,1
8240,3258117,No,7,30,E1,42.86,7.14,-25,No,No,Male,Agency,3,ERS,Chennai,26,0
8241,3258129,No,1,30,E1,7.82,17.25,8.75,No,No,Male,Agency,2,ERS,Chennai,25,0
8242,3258142,Yes,46,30,E1,42.16,47.06,3.45,No,No,Female,Agency,2,ERS,Chennai,24,1
8243,3258146,Yes,19,30,E1,5.56,94.44,84.21,No,No,Male,Agency,4,ERS,Chennai,26,1
8244,3258149,Yes,42,30,E1,66.67,83.33,10,No,No,Male,Agency,2,ERS,Chennai,24,1
8246,3258205,Yes,5,60,E1,33.33,31.11,-1.67,No,No,Male,Agency,3,ERS,Noida,26,0
8247,3258218,No,0,30,E1,39.06,31.25,-5.62,No,No,Male,Agency,3,Healthcare,Chennai,25,1
8248,3258229,No,24,90,E2,42.86,42.86,0,No,No,Male,Direct,8,ERS,Bangalore,32,0
8249,3258256,Yes,72,45,E1,27.27,12.73,-11.43,No,Yes,Female,Direct,2,AXON,Noida,30,1
8250,3258270,Yes,90,90,E1,50.94,35.85,-10,No,No,Female,Direct,3,AXON,Noida,25,0
8251,3258275,No,1,60,E3,78.57,42.86,-20,No,Yes,Male,Employee Referral,5,INFRA,Noida,29,1
8252,3258343,Yes,90,90,E1,29.63,14.81,-11.43,No,Yes,Male,Direct,3,AXON,Noida,25,1
8253,3258355,No,43,60,E1,90,110,10.53,No,Yes,Male,Direct,2,ETS,Noida,23,1
8254,3258384,No,25,30,E2,20,20,0,No,No,Male,Direct,9,INFRA,Noida,33,1
8255,3258412,No,10,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Noida,24,1
8256,3258638,Yes,77,30,E1,100,100,0,No,Yes,Male,Direct,3,CSMP,Chennai,27,1
8259,3260524,No,1,60,E3,52.94,29.41,-15.38,No,Yes,Male,Employee Referral,7,INFRA,Noida,29,1
8262,3262451,Yes,2,30,E1,33.33,-1.11,-25.83,No,No,Male,Agency,2,ERS,Noida,26,0
8263,3262461,No,22,30,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,3,ERS,Noida,26,1
8264,3262543,No,3,60,E1,71.43,68.57,-1.67,No,Yes,Male,Agency,4,BFSI,Bangalore,28,1
8266,3262688,Yes,96,45,E1,33.33,28.89,-3.33,Yes,Yes,Male,Agency,2,ERS,Noida,26,1
8273,3262724,No,39,30,E1,36.92,36.92,0,No,No,Male,Direct,3,BFSI,Chennai,27,1
8275,3262731,Yes,38,30,E1,53.85,44.23,-6.25,No,No,Male,Agency,2,CSMP,Noida,29,1
8277,3262878,No,35,30,E1,50,50,0,No,Yes,Male,Agency,3,ERS,Chennai,25,1
8278,3262961,No,39,30,E1,42.17,42.17,0,No,No,Male,Direct,3,BFSI,Chennai,26,1
8279,3262963,No,78,45,E1,18.33,18.33,0,No,No,Male,Direct,3,BFSI,Chennai,26,1
8282,3262967,No,54,60,E1,51.61,51.61,0,No,No,Male,Direct,3,BFSI,Chennai,28,1
8284,3262969,No,42,30,E1,30,30,0,No,No,Male,Direct,4,BFSI,Chennai,26,1
8285,3263010,No,7,30,E1,115.28,108.33,-3.23,No,No,Male,Agency,1,ERS,Chennai,25,0
8286,3263037,No,6,60,E1,33.33,31.11,-1.67,No,Yes,Male,Agency,4,ERS,Noida,28,1
8287,3263043,No,4,30,E2,25,6.25,-15,No,Yes,Male,Direct,6,ERS,Chennai,28,1
8288,3263047,Yes,38,30,E1,42.86,5.95,-25.83,No,No,Female,Agency,3,CSMP,Noida,27,1
8289,3263093,No,5,60,E2,20,20,0,No,No,Male,Direct,8,BFSI,Chennai,36,1
8290,3263131,Yes,1,45,E1,100,100,0,No,No,Female,Direct,3,INFRA,Chennai,25,0
8291,3263134,No,37,30,E1,100,60,-20,No,No,Male,Direct,1,INFRA,Bangalore,24,0
8292,3263136,No,0,30,E1,38.89,33.33,-4,No,No,Male,Direct,2,INFRA,Mumbai,24,1
8293,3263143,Yes,3,30,E2,50,100,33.33,No,No,Male,Agency,4,INFRA,Bangalore,27,1
8294,3263151,Yes,49,60,E1,45.2,45.2,0,No,No,Male,Agency,1,INFRA,Bangalore,28,1
8295,3263162,No,7,30,E1,66.67,153.33,52,No,No,Male,Employee Referral,2,INFRA,Bangalore,26,0
8296,3263167,Yes,4,30,E1,66.67,120,32,No,Yes,Female,Direct,1,INFRA,Bangalore,30,1
8297,3263206,No,9,30,E2,6.25,0,-5.88,No,No,Male,Direct,7,ERS,Chennai,30,1
8298,3263213,Yes,7,60,E1,60,38.46,-13.46,No,No,Female,Agency,2,ERS,Chennai,24,0
8300,3263235,Yes,2,30,E1,150,150,0,No,No,Male,Agency,2,ERS,Chennai,27,1
8301,3263237,Yes,1,30,E1,83.33,83.33,0,No,Yes,Female,Agency,1,ERS,Chennai,23,1
8302,3263242,Yes,41,60,E1,45.83,25,-14.29,Yes,No,Male,Agency,3,ERS,Chennai,24,0
8303,3263309,No,6,30,E1,48.94,40.96,-5.36,No,No,Male,Direct,3,ERS,Chennai,26,1
8304,3263331,Yes,110,90,E1,50,47.5,-1.67,No,Yes,Male,Agency,3,BFSI,Bangalore,26,1
8305,3263380,Yes,1,45,E1,20,20,0,No,No,Male,Agency,3,ERS,Chennai,27,0
8306,3263405,Yes,2,30,E1,66.67,66.67,0,No,No,Male,Agency,1,ERS,Chennai,23,1
8307,3263423,Yes,58,60,E1,129.17,87.5,-18.18,No,No,Male,Agency,2,ERS,Chennai,26,0
8309,3263460,Yes,5,30,E1,7.69,0,-7.14,No,No,Female,Direct,5,CSMP,Chennai,33,0
8310,3263486,Yes,13,45,E1,28.57,28.57,0,No,Yes,Male,Direct,3,ERS,Chennai,23,1
8311,3263493,Yes,94,90,E1,58.54,36.59,-13.85,No,No,Female,Agency,3,BFSI,Chennai,26,1
8312,3263495,No,20,60,E2,31.03,28.97,-1.58,Yes,No,Male,Agency,7,ETS,Bangalore,32,1
8313,3263498,No,2,30,E2,15.79,31.58,13.64,No,No,Female,Direct,7,ETS,Noida,31,1
8314,3263519,No,7,30,E1,22.22,33.33,9.09,No,Yes,Male,Direct,3,ETS,Noida,28,1
8315,3263521,Yes,58,90,E1,54.76,42.86,-7.69,No,No,Male,Agency,4,CSMP,Bangalore,29,1
8316,3263523,No,59,60,E1,66.67,53.85,-7.69,No,No,Male,Direct,3,CSMP,Bangalore,28,0
8317,3263524,No,4,60,E1,52.17,30.43,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,29,0
8318,3263525,Yes,3,45,E1,62.5,62.5,0,No,No,Male,Direct,4,CSMP,Bangalore,27,1
8319,3263526,No,20,30,E1,22.22,11.11,-9.09,No,No,Female,Direct,3,BFSI,Bangalore,28,0
8320,3263527,Yes,46,30,E1,42.86,42.86,0,No,No,Male,Direct,5,BFSI,Bangalore,29,1
8321,3263528,Yes,37,30,E1,34.05,34.05,0,No,No,Male,Direct,3,CSMP,Bangalore,27,1
8322,3263529,Yes,58,30,E1,8.33,8.33,0,No,No,Male,Direct,4,BFSI,Bangalore,27,1
8323,3263530,Yes,23,30,E1,31.25,31.25,0,No,No,Male,Direct,3,CSMP,Bangalore,27,1
8324,3263532,Yes,26,30,E1,25,25,0,No,Yes,Male,Direct,3,ERS,Chennai,27,1
8325,3263540,No,0,30,E1,160,64,-36.92,No,No,Male,Employee Referral,7,AXON,Bangalore,36,1
8326,3263567,No,14,30,E1,66.67,66.67,0,No,Yes,Male,Employee Referral,3,ERS,Bangalore,25,1
8327,3263568,Yes,55,90,E1,93.55,93.55,0,No,No,Male,Direct,3,CSMP,Bangalore,29,1
8328,3263569,Yes,37,90,E1,55.56,44.44,-7.14,No,No,Male,Agency,4,CSMP,Bangalore,27,1
8329,3263570,Yes,46,60,E1,68.67,56.63,-7.14,No,No,Male,Direct,4,CSMP,Bangalore,30,1
8330,3263571,Yes,44,30,E1,62.91,62.91,0,No,No,Female,Agency,4,CSMP,Bangalore,27,1
8331,3263572,No,35,30,E1,28.57,28.57,0,No,No,Female,Direct,3,CSMP,Bangalore,30,1
8332,3263575,Yes,94,45,E1,30,30,0,No,No,Male,Agency,4,CSMP,Bangalore,28,0
8334,3263582,Yes,51,45,E2,27.99,27.99,0,No,No,Male,Employee Referral,5,INFRA,Chennai,32,1
8335,3263648,Yes,40,30,E1,50.75,50.75,0,No,No,Female,Direct,3,ERS,Chennai,25,0
8336,3263663,Yes,44,30,E1,114.29,114.29,0,No,No,Male,Agency,2,ERS,Chennai,25,1
8337,3263664,No,1,90,E1,24.02,24.02,0,No,No,Female,Agency,6,BFSI,Chennai,33,1
8338,3263677,Yes,39,30,E1,77.27,77.27,0,No,Yes,Male,Agency,2,ERS,Chennai,24,1
8339,3263727,No,4,30,E1,66.67,100,20,No,No,Female,Direct,3,ETS,Hyderabad,28,1
8340,3263771,Yes,6,30,E1,100,77.5,-11.25,No,No,Female,Employee Referral,3,ERS,Chennai,26,1
8341,3263825,No,3,60,E3,28.57,35.71,5.56,Yes,No,Male,Direct,5,INFRA,Noida,33,1
8342,3263862,Yes,5,60,E1,78.57,50,-16,No,No,Male,Agency,3,CSMP,Chennai,28,0
8343,3263870,No,13,60,E1,12,-12,-21.43,No,Yes,Male,Agency,3,CSMP,Chennai,25,1
8344,3263914,No,23,30,E1,66.67,52.78,-8.33,No,No,Male,Employee Referral,3,BFSI,Chennai,28,0
8345,3264112,No,39,45,E1,29.23,29.23,0,No,No,Male,Employee Referral,4,BFSI,Chennai,28,1
8346,3266528,No,31,30,E2,60.85,60.85,0,No,No,Male,Direct,8,ERS,Chennai,32,1
8347,3266560,Yes,19,30,E2,12.5,13.13,0.56,No,No,Male,Employee Referral,7,ERS,Chennai,31,0
8348,3266571,Yes,99,30,E2,36.36,36.36,0,No,No,Female,Direct,6,ERS,Chennai,30,1
8349,3266577,Yes,28,30,E1,92.31,94.23,1,No,No,Male,Employee Referral,5,BFSI,Chennai,30,1
8350,3266655,Yes,63,30,E2,50.68,33.56,-11.36,No,No,Male,Direct,6,AXON,Kolkata,30,1
8352,3266676,Yes,106,90,E1,66.67,54.76,-7.14,No,No,Male,Direct,4,AXON,Kolkata,27,1
8353,3266687,Yes,37,30,E2,100,40,-30,No,No,Male,Employee Referral,5,INFRA,Noida,38,1
8355,3266700,Yes,38,30,E1,66.67,42.86,-14.29,Yes,No,Female,Direct,3,AXON,Kolkata,28,1
8356,3266718,No,0,60,E2,38.89,31.94,-5,Yes,No,Male,Direct,6,AXON,Kolkata,31,1
8357,3266760,Yes,37,30,E1,66.67,40,-16,No,No,Male,Direct,3,AXON,Kolkata,31,1
8358,3266777,No,0,30,E1,70.21,27.66,-25,No,No,Male,Direct,6,AXON,Kolkata,30,1
8359,3266798,No,9,30,E1,177.78,177.78,0,No,No,Female,Agency,1,ERS,Chennai,28,1
8360,3266812,No,1,90,E1,20.83,20.83,0,No,No,Male,Agency,3,BFSI,Chennai,28,1
8361,3266829,No,24,90,E2,30,20,-7.69,No,No,Male,Agency,8,ERS,Noida,36,0
8362,3266860,Yes,34,45,E1,33.33,44.44,8.33,No,Yes,Female,Agency,4,ERS,Noida,29,1
8363,3266867,Yes,39,30,E1,56.25,40.63,-10,No,No,Male,Agency,3,CSMP,Noida,32,1
8364,3266878,Yes,16,30,E1,35.48,35.48,0,No,Yes,Male,Direct,3,ERS,Chennai,27,1
8367,3266913,No,3,30,E1,41.67,41.67,0,No,No,Male,Direct,3,CSMP,Chennai,29,1
8368,3266914,Yes,11,30,E1,90,90,0,No,No,Male,Direct,3,CSMP,Chennai,28,1
8369,3266915,No,4,30,E1,43.75,50,4.35,No,Yes,Male,Agency,3,ERS,Chennai,25,1
8370,3266921,No,9,30,E2,33.33,33.33,0,No,No,Male,Direct,9,BFSI,Mumbai,39,1
8371,3266940,No,8,30,E3,8.29,25.52,15.92,No,No,Male,Agency,9,ERS,Bangalore,32,1
8372,3267019,Yes,30,30,E1,42.22,44.44,1.56,No,No,Male,Employee Referral,3,CSMP,Noida,26,0
8373,3267088,No,4,30,E1,28.99,28.99,0,No,Yes,Male,Agency,3,CSMP,Chennai,26,1
8374,3267220,Yes,92,60,E1,33.33,37.78,3.33,No,Yes,Male,Agency,4,ERS,Noida,26,1
8375,3267238,No,5,30,E1,0,0,0,No,No,Male,Direct,12,INFRA,Hyderabad,38,1
8376,3267240,Yes,39,30,E3,25,27.58,2.06,No,No,Male,Agency,7,INFRA,Hyderabad,35,1
8377,3267248,No,5,30,E1,0,0,0,No,No,Male,Direct,8,INFRA,Hyderabad,38,1
8378,3267258,Yes,1,30,E1,58.73,47.39,-7.14,No,No,Female,Agency,3,ERS,Chennai,27,1
8381,3267316,Yes,99,90,E2,22.45,12.24,-8.33,Yes,No,Male,Direct,5,AXON,Chennai,33,1
8382,3267348,Yes,26,30,E1,11.11,-37.5,-43.75,No,No,Male,Agency,2,ERS,Bangalore,26,0
8383,3267355,No,3,30,E1,66.67,50,-10,No,No,Male,Agency,1,ERS,Bangalore,26,1
8384,3267357,Yes,28,30,E1,28.57,7.14,-16.67,No,Yes,Male,Agency,2,ERS,Bangalore,25,1
8385,3267362,No,3,30,E1,78.57,60.71,-10,No,No,Male,Agency,1,ERS,Bangalore,23,1
8386,3267364,Yes,26,30,E1,20,20,0,No,No,Female,Employee Referral,5,INFRA,Noida,30,1
8387,3267379,Yes,69,60,E1,122.22,100,-10,No,No,Male,Agency,2,ERS,Chennai,30,1
8388,3267389,No,20,30,E1,48.65,43.24,-3.64,No,Yes,Male,Direct,3,ERS,Chennai,26,1
8391,3267468,Yes,61,30,E1,25,42.86,14.29,No,Yes,Male,Agency,3,ERS,Chennai,25,1
8392,3267502,No,28,30,E1,15.38,0,-13.33,No,No,Male,Employee Referral,4,BFSI,Chennai,31,1
8393,3267512,No,21,30,E1,33.93,25,-6.67,No,No,Male,Direct,4,ERS,Noida,28,0
8394,3267523,No,21,30,E1,150,110,-16,No,Yes,Male,Direct,3,CSMP,Chennai,26,1
8395,3267579,No,14,30,E2,62.72,54.59,-5,No,Yes,Male,Agency,6,ERS,Chennai,27,1
8396,3267629,Yes,73,30,E1,60,60,0,No,No,Female,Direct,4,AXON,Noida,29,1
8397,3267632,Yes,92,90,E1,33.33,26.67,-5,Yes,Yes,Female,Agency,3,ERS,Noida,25,1
8398,3267669,Yes,32,30,E2,25,25,0,No,No,Female,Agency,5,EAS,Bangalore,31,1
8400,3267682,Yes,102,90,E3,22.22,5.56,-13.64,No,No,Male,Agency,12,INFRA,Noida,37,1
8401,3267687,Yes,1,60,E1,71.88,84.38,7.27,No,Yes,Male,Direct,3,ERS,Chennai,29,1
8402,3267701,Yes,75,60,E1,63.64,45.45,-11.11,No,No,Male,Direct,6,EAS,Chennai,33,1
8403,3267761,No,10,30,E1,56.25,56.25,0,No,No,Male,Employee Referral,1,INFRA,Chennai,21,1
8404,3267805,No,27,30,E1,95.92,79.59,-8.33,No,No,Female,Agency,3,BFSI,Chennai,27,1
8405,3267834,No,55,30,E1,78,78,0,No,No,Male,Agency,3,BFSI,Chennai,29,1
8407,3267845,Yes,9,30,E1,34.62,34.62,0,No,No,Male,Agency,3,BFSI,Chennai,28,1
8408,3267851,No,5,90,E2,37.5,25,-9.09,No,No,Male,Agency,6,AXON,Noida,30,0
